director_name,actor_1_name,actor_2_name,actor_3_name,title_year,movie_title,genres,comb
Chuck Russell,Rufus Sewell,Jimmy Smits,Angela Bettis,2000.0,bless the child,Crime Drama Horror Thriller,Rufus Sewell Jimmy Smits Angela Bettis Chuck Russell Crime Drama Horror Thriller
Sam Weisman,Oliver Hudson,Valerie Perri,Carlease Burke,1999.0,the out-of-towners,Comedy,Oliver Hudson Valerie Perri Carlease Burke Sam Weisman Comedy
John Frankenheimer,Marlon Brando,Temuera Morrison,Marco Hofschneider,1996.0,the island of dr. moreau,Horror Sci-Fi Thriller,Marlon Brando Temuera Morrison Marco Hofschneider John Frankenheimer Horror Sci-Fi Thriller
Peter Hyams,Catherine Deneuve,Justin Chambers,Stephen Rea,2001.0,the musketeer,Action Adventure Romance,Catherine Deneuve Justin Chambers Stephen Rea Peter Hyams Action Adventure Romance
Justin Chadwick,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,2008.0,the other boleyn girl,Biography Drama History Romance,Natalie Portman Scarlett Johansson Benedict Cumberbatch Justin Chadwick Biography Drama History Romance
Pat O'Connor,Keanu Reeves,Charlize Theron,Frank Langella,2001.0,sweet november,Drama Romance,Keanu Reeves Charlize Theron Frank Langella Pat O'Connor Drama Romance
Stephen Hopkins,Stephen Rea,Andrea Frankle,William Ragsdale,2007.0,the reaping,Horror Thriller,Stephen Rea Andrea Frankle William Ragsdale Stephen Hopkins Horror Thriller
Martin Scorsese,Robert De Niro,David Carradine,David Proval,1973.0,mean streets,Crime Drama Romance Thriller,Robert De Niro David Carradine David Proval Martin Scorsese Crime Drama Romance Thriller
Penny Marshall,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,1994.0,renaissance man,Comedy Drama,Ed Begley Jr. Cliff Robertson Lillo Brancato Penny Marshall Comedy Drama
Olivier Megaton,Jordi Mollà,Callum Blue,Jesse Borrego,2011.0,colombiana,Action Crime Drama Thriller,Jordi Mollà Callum Blue Jesse Borrego Olivier Megaton Action Crime Drama Thriller
Frederik Du Chau,Gary Oldman,Jaleel White,Eric Idle,1998.0,the magic sword: quest for camelot,Adventure Animation Comedy Drama Family Fantasy Musical,Gary Oldman Jaleel White Eric Idle Frederik Du Chau Adventure Animation Comedy Drama Family Fantasy Musical
Michael Caton-Jones,Robert De Niro,James Franco,John Doman,2002.0,city by the sea,Crime Drama Mystery Thriller,Robert De Niro James Franco John Doman Michael Caton-Jones Crime Drama Mystery Thriller
Irwin Winkler,Mira Sorvino,Nathan Lane,Steven Weber,1999.0,at first sight,Drama Romance,Mira Sorvino Nathan Lane Steven Weber Irwin Winkler Drama Romance
Joseph Kahn,Dane Cook,Jay Hernandez,Christina Milian,2004.0,torque,Action Comedy Crime,Dane Cook Jay Hernandez Christina Milian Joseph Kahn Action Comedy Crime
Harold Becker,Al Pacino,Martin Landau,Bridget Fonda,1996.0,city hall,Drama Thriller,Al Pacino Martin Landau Bridget Fonda Harold Becker Drama Thriller
Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,1995.0,showgirls,Drama,Bobbie Phillips Elizabeth Berkley Robert Davi Paul Verhoeven Drama
Sofia Coppola,Kirsten Dunst,Shirley Henderson,Rip Torn,2006.0,marie antoinette,Biography Drama History Romance,Kirsten Dunst Shirley Henderson Rip Torn Sofia Coppola Biography Drama History Romance
Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,1995.0,kiss of death,Action Crime Thriller,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action Crime Thriller
Stephen Kay,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,2000.0,get carter,Action Crime Drama Thriller,Sylvester Stallone Miranda Richardson Lauren Lee Smith Stephen Kay Action Crime Drama Thriller
J.A. Bayona,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,2012.0,the impossible,Drama Thriller,Naomi Watts Geraldine Chaplin Oaklee Pendergast J.A. Bayona Drama Thriller
Elaine May,Carol Kane,Warren Beatty,Isabelle Adjani,1987.0,ishtar,Action Adventure Comedy Music Thriller,Carol Kane Warren Beatty Isabelle Adjani Elaine May Action Adventure Comedy Music Thriller
Wes Anderson,Bill Murray,Meryl Streep,Helen McCrory,2009.0,fantastic mr. fox,Adventure Animation Comedy Crime Family,Bill Murray Meryl Streep Helen McCrory Wes Anderson Adventure Animation Comedy Crime Family
Stephen Herek,Angelina Jolie Pitt,Stockard Channing,James Gammon,2002.0,life or something like it,Comedy Romance,Angelina Jolie Pitt Stockard Channing James Gammon Stephen Herek Comedy Romance
John Carpenter,Richard Epcar,Michael McKean,Patricia Heaton,1992.0,memoirs of an invisible man,Comedy Romance Sci-Fi Thriller,Richard Epcar Michael McKean Patricia Heaton John Carpenter Comedy Romance Sci-Fi Thriller
Jean-Pierre Jeunet,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,2001.0,amélie,Comedy Romance,Mathieu Kassovitz Jamel Debbouze Isabelle Nanty Jean-Pierre Jeunet Comedy Romance
Dennie Gordon,Mary-Kate Olsen,Bob Saget,Riley Smith,2004.0,new york minute,Comedy Crime Family Romance,Mary-Kate Olsen Bob Saget Riley Smith Dennie Gordon Comedy Crime Family Romance
Charles Shyer,Omar Epps,Nia Long,Jane Krakowski,2004.0,alfie,Comedy Drama Romance,Omar Epps Nia Long Jane Krakowski Charles Shyer Comedy Drama Romance
Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly,2012.0,big miracle,Biography Drama Romance,Ted Danson Tim Blake Nelson Andrew Daly Ken Kwapis Biography Drama Romance
Ulu Grosbard,Alexa PenaVega,Treat Williams,Jonathan Jackson,1999.0,the deep end of the ocean,Drama,Alexa PenaVega Treat Williams Jonathan Jackson Ulu Grosbard Drama
William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier,2002.0,feardotcom,Crime Horror Thriller,Natascha McElhone Jeffrey Combs Udo Kier William Malone Crime Horror Thriller
Paul Weitz,Josh Hutcherson,Salma Hayek,Patrick Fugit,2009.0,cirque du freak: the vampire's assistant,Action Adventure Fantasy Thriller,Josh Hutcherson Salma Hayek Patrick Fugit Paul Weitz Action Adventure Fantasy Thriller
Danny DeVito,Justin Theroux,Amber Valletta,Harvey Fierstein,2003.0,duplex,Comedy,Justin Theroux Amber Valletta Harvey Fierstein Danny DeVito Comedy
Malcolm D. Lee,Bernie Mac,Sean Hayes,Mike Epps,2008.0,soul men,Comedy Drama Music,Bernie Mac Sean Hayes Mike Epps Malcolm D. Lee Comedy Drama Music
Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer,1980.0,raise the titanic,Action Adventure Drama Thriller,M. Emmet Walsh Jason Robards Anne Archer Jerry Jameson Action Adventure Drama Thriller
Mic Rodgers,Michael Jai White,Daniel von Bargen,Xander Berkeley,1999.0,universal soldier: the return,Action Sci-Fi,Michael Jai White Daniel von Bargen Xander Berkeley Mic Rodgers Action Sci-Fi
Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse,2009.0,pandorum,Action Horror Mystery Sci-Fi Thriller,Norman Reedus Dennis Quaid Eddie Rouse Christian Alvart Action Horror Mystery Sci-Fi Thriller
Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee,2001.0,impostor,Drama Mystery Sci-Fi Thriller,Gary Dourdan Mekhi Phifer Tim Guinee Gary Fleder Drama Mystery Sci-Fi Thriller
Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,2002.0,extreme ops,Action Adventure Thriller,Rufus Sewell Bridgette Wilson-Sampras Rupert Graves Christian Duguay Action Adventure Thriller
Jean-Marie Poiré,Bridgette Wilson-Sampras,Matt Ross,John Aylward,2001.0,just visiting,Comedy Fantasy Sci-Fi,Bridgette Wilson-Sampras Matt Ross John Aylward Jean-Marie Poiré Comedy Fantasy Sci-Fi
Danny Boyle,Chris Evans,Benedict Wong,Troy Garity,2007.0,sunshine,Adventure Sci-Fi Thriller,Chris Evans Benedict Wong Troy Garity Danny Boyle Adventure Sci-Fi Thriller
Brian Robbins,John Gatins,Lou Saliba,Greg Collins,2012.0,a thousand words,Comedy Drama,John Gatins Lou Saliba Greg Collins Brian Robbins Comedy Drama
Marc F. Adler,Eric Idle,Anne Bancroft,Kelly Ripa,2008.0,delgo,Adventure Animation Comedy Fantasy Romance,Eric Idle Anne Bancroft Kelly Ripa Marc F. Adler Adventure Animation Comedy Fantasy Romance
Pierre Morel,Ray Winstone,Mark Rylance,Jasmine Trinca,2015.0,the gunman,Action Crime Drama Mystery Thriller,Ray Winstone Mark Rylance Jasmine Trinca Pierre Morel Action Crime Drama Mystery Thriller
Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,2006.0,alex rider: operation stormbreaker,Action Adventure Family Thriller,Alex Pettyfer Sophie Okonedo Ashley Walters Geoffrey Sax Action Adventure Family Thriller
Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,1995.0,hackers,Comedy Crime Drama Thriller,Angelina Jolie Pitt Fisher Stevens Lorraine Bracco Iain Softley Comedy Crime Drama Thriller
Richard Shepard,James Brolin,Zan Marolt,Ljubomir Kerekes,2007.0,the hunting party,Adventure Comedy Drama Romance Thriller War,James Brolin Zan Marolt Ljubomir Kerekes Richard Shepard Adventure Comedy Drama Romance Thriller War
Joel Coen,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,1994.0,the hudsucker proxy,Comedy Fantasy,Jennifer Jason Leigh Bill Cobbs John Mahoney Joel Coen Comedy Fantasy
Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Andy Lau,2007.0,the warlords,Action Drama History Romance War,Jet Li Takeshi Kaneshiro Andy Lau Peter Ho-Sun Chan Action Drama History Romance War
Sergey Bodrov,Jay Hernandez,Kuno Becker,Jason Scott Lee,2005.0,nomad: the warrior,Drama History War,Jay Hernandez Kuno Becker Jason Scott Lee Sergey Bodrov Drama History War
Joon-ho Bong,Chris Evans,Ewen Bremner,Kang-ho Song,2013.0,snowpiercer,Action Drama Sci-Fi Thriller,Chris Evans Ewen Bremner Kang-ho Song Joon-ho Bong Action Drama Sci-Fi Thriller
Bibo Bergeron,Adam Goldberg,Bob Balaban,François Cluzet,2011.0,a monster in paris,Adventure Animation Comedy Fantasy Music Romance,Adam Goldberg Bob Balaban François Cluzet Bibo Bergeron Adventure Animation Comedy Fantasy Music Romance
Jeff Nathanson,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,2004.0,the last shot,Comedy,Matthew Broderick Glenn Morshower Tim Blake Nelson Jeff Nathanson Comedy
Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly,1994.0,the crow,Action Drama Fantasy,Michael Wincott Bai Ling David Patrick Kelly Alex Proyas Action Drama Fantasy
S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Prabhas,2015.0,baahubali: the beginning,Action Adventure Drama Fantasy War,Tamannaah Bhatia Anushka Shetty Prabhas S.S. Rajamouli Action Adventure Drama Fantasy War
Robert Schwentke,Arliss Howard,Brooklynn Proulx,Michelle Nolden,2009.0,the time traveler's wife,Drama Fantasy Romance Sci-Fi,Arliss Howard Brooklynn Proulx Michelle Nolden Robert Schwentke Drama Fantasy Romance Sci-Fi
Michael Lehmann,Colin Ferguson,Stephen Collins,Tom Everett Scott,2007.0,because i said so,Comedy Romance,Colin Ferguson Stephen Collins Tom Everett Scott Michael Lehmann Comedy Romance
Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,2001.0,the fast and the furious,Action Crime Thriller,Paul Walker Vin Diesel Jordana Brewster Rob Cohen Action Crime Thriller
Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer,2012.0,frankenweenie,Animation Comedy Family Horror Sci-Fi,Martin Landau Catherine O'Hara Atticus Shaffer Tim Burton Animation Comedy Family Horror Sci-Fi
Joss Whedon,Adam Baldwin,Sean Maher,Michael Hitchcock,2005.0,serenity,Action Adventure Sci-Fi Thriller,Adam Baldwin Sean Maher Michael Hitchcock Joss Whedon Action Adventure Sci-Fi Thriller
Charles S. Dutton,Omar Epps,Charles S. Dutton,Tim Daly,2004.0,against the ropes,Biography Drama Romance Sport,Omar Epps Charles S. Dutton Tim Daly Charles S. Dutton Biography Drama Romance Sport
Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper,1983.0,superman iii,Action Comedy Sci-Fi,Margot Kidder Robert Vaughn Jackie Cooper Richard Lester Action Comedy Sci-Fi
Peter Segal,Robert De Niro,Sylvester Stallone,Oscar Gale,2013.0,grudge match,Comedy Sport,Robert De Niro Sylvester Stallone Oscar Gale Peter Segal Comedy Sport
John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,2008.0,red cliff,Action Adventure Drama History War,Takeshi Kaneshiro Tony Chiu Wai Leung Wei Zhao John Woo Action Adventure Drama History War
Andy Tennant,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,2002.0,sweet home alabama,Comedy Romance,Ethan Embry Mary Lynn Rajskub Courtney Gains Andy Tennant Comedy Romance
Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter,2009.0,the ugly truth,Comedy Romance,Gerard Butler John Michael Higgins Eric Winter Robert Luketic Comedy Romance
Jonathan Lynn,Austin Pendleton,Phil Hartman,Max Casella,1996.0,sgt. bilko,Comedy,Austin Pendleton Phil Hartman Max Casella Jonathan Lynn Comedy
Robert Rodriguez,Steve Buscemi,Alexa PenaVega,Emily Osment,2002.0,spy kids 2: island of lost dreams,Action Adventure Comedy Family Sci-Fi,Steve Buscemi Alexa PenaVega Emily Osment Robert Rodriguez Action Adventure Comedy Family Sci-Fi
David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,1994.0,star trek: generations,Action Adventure Mystery Sci-Fi Thriller,LeVar Burton Alan Ruck Jonathan Frakes David Carson Action Adventure Mystery Sci-Fi Thriller
Kar-Wai Wong,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,2013.0,the grandmaster,Action Biography Drama,Tony Chiu Wai Leung Hye-kyo Song Elvis Tsui Kar-Wai Wong Action Biography Drama
Francis Lawrence,Robert Pattinson,Christoph Waltz,James Frain,2011.0,water for elephants,Drama Romance,Robert Pattinson Christoph Waltz James Frain Francis Lawrence Drama Romance
unknown,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,unknown,3rd rock from the sun            ,Comedy Family Sci-Fi,Joseph Gordon-Levitt Wayne Knight Kristen Johnston unknown Comedy Family Sci-Fi
Yuefeng Song,Blythe Auffarth,Bianca Collins,Jiao Xu,2014.0,dragon nest: warriors' dawn,Adventure Animation Family Fantasy,Blythe Auffarth Bianca Collins Jiao Xu Yuefeng Song Adventure Animation Family Fantasy
Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger,1999.0,the hurricane,Biography Drama Sport,Denzel Washington Vincent Pastore Deborah Kara Unger Norman Jewison Biography Drama Sport
Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,2002.0,enough,Crime Drama Thriller,Bill Cobbs Jeff Kober Billy Campbell Michael Apted Crime Drama Thriller
David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,2001.0,heartbreakers,Comedy Crime Romance,Sarah Silverman Anne Bancroft Jeffrey Jones David Mirkin Comedy Crime Romance
Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,2015.0,paul blart: mall cop 2,Action Comedy Crime,D.B. Woodside Daniella Alonso Eduardo Verástegui Andy Fickman Action Comedy Crime
Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,2001.0,angel eyes,Drama Romance,Sonia Braga Shirley Knight Kari Matchett Luis Mandoki Drama Romance
John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,2001.0,joe somebody,Comedy Drama,Jim Belushi Ken Marino Kelly Lynch John Pasquin Comedy Drama
Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,1999.0,the ninth gate,Mystery Thriller,Johnny Depp Frank Langella Lena Olin Roman Polanski Mystery Thriller
Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn,1996.0,extreme measures,Crime Drama Mystery Thriller,J.K. Simmons Paul Guilfoyle Bill Nunn Michael Apted Crime Drama Mystery Thriller
Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,2001.0,rock star,Drama Music,Beth Grant Dagmara Dominczyk Matthew Glave Stephen Herek Drama Music
Ridley Scott,Jeff Bridges,Jason Marsden,Ethan Embry,1996.0,white squall,Adventure Drama,Jeff Bridges Jason Marsden Ethan Embry Ridley Scott Adventure Drama
John Carpenter,Wilford Brimley,Richard Masur,David Clennon,1982.0,the thing,Horror Mystery Sci-Fi,Wilford Brimley Richard Masur David Clennon John Carpenter Horror Mystery Sci-Fi
David Twohy,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,2013.0,riddick,Action Sci-Fi Thriller,Vin Diesel Nolan Gerard Funk Bokeem Woodbine David Twohy Action Sci-Fi Thriller
Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,1997.0,switchback,Crime Mystery Thriller,Gregory Scott Cummins Claudia Stedelin Ted Markland Jeb Stuart Crime Mystery Thriller
Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,2001.0,texas rangers,Action Adventure Drama Thriller Western,Tom Skerritt Usher Raymond Leonor Varela Steve Miner Action Adventure Drama Thriller Western
Gil Kenan,Bill Murray,Toby Jones,Harry Treadaway,2008.0,city of ember,Adventure Family Fantasy Sci-Fi,Bill Murray Toby Jones Harry Treadaway Gil Kenan Adventure Family Fantasy Sci-Fi
Paul Thomas Anderson,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,2012.0,the master,Drama,Mike Howard Jeffrey W. Jenkins Bruce Goodchild Paul Thomas Anderson Drama
David Leland,Hayden Christensen,Ryan Cartwright,David Walliams,2007.0,virgin territory,Adventure Comedy History Romance,Hayden Christensen Ryan Cartwright David Walliams David Leland Adventure Comedy History Romance
Gary Fleder,Dennis Quaid,Nicole Beharie,Charles S. Dutton,2008.0,the express,Biography Drama Sport,Dennis Quaid Nicole Beharie Charles S. Dutton Gary Fleder Biography Drama Sport
J Blakeson,Chloë Grace Moretz,Maggie Siff,Nick Robinson,2016.0,the 5th wave,Action Adventure Sci-Fi Thriller,Chloë Grace Moretz Maggie Siff Nick Robinson J Blakeson Action Adventure Sci-Fi Thriller
Ryan Coogler,Sylvester Stallone,Phylicia Rashad,Graham McTavish,2015.0,creed,Drama Sport,Sylvester Stallone Phylicia Rashad Graham McTavish Ryan Coogler Drama Sport
Ben Affleck,Jeremy Renner,Jon Hamm,Owen Burke,2010.0,the town,Crime Drama Thriller,Jeremy Renner Jon Hamm Owen Burke Ben Affleck Crime Drama Thriller
Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon,2012.0,what to expect when you're expecting,Comedy Drama Romance,Anna Kendrick Dennis Quaid Thomas Lennon Kirk Jones Comedy Drama Romance
Ethan Coen,J.K. Simmons,Brad Pitt,Kevin Sussman,2008.0,burn after reading,Comedy Drama,J.K. Simmons Brad Pitt Kevin Sussman Ethan Coen Comedy Drama
Jennifer Flackett,Gerard Butler,Anthony Simcoe,Christopher James Baker,2008.0,nim's island,Adventure Comedy Family Fantasy,Gerard Butler Anthony Simcoe Christopher James Baker Jennifer Flackett Adventure Comedy Family Fantasy
Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,2013.0,rush,Action Biography Drama Sport,Chris Hemsworth Olivia Wilde Alexandra Maria Lara Ron Howard Action Biography Drama Sport
Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen,1999.0,magnolia,Drama,Patton Oswalt Neil Flynn Jim Meskimen Paul Thomas Anderson Drama
Kevin Smith,Bruce Willis,Tracy Morgan,Kevin Pollak,2010.0,cop out,Action Comedy Crime,Bruce Willis Tracy Morgan Kevin Pollak Kevin Smith Action Comedy Crime
Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun,2016.0,how to be single,Comedy Romance,Alison Brie Damon Wayans Jr. Nicholas Braun Christian Ditter Comedy Romance
Charles Martin Smith,Morgan Freeman,Michael Roark,Harry Connick Jr.,2011.0,dolphin tale,Drama Family,Morgan Freeman Michael Roark Harry Connick Jr. Charles Martin Smith Drama Family
Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche,2002.0,john q,Crime Drama Thriller,Denzel Washington Laura Harring Anne Heche Nick Cassavetes Crime Drama Thriller
Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,1999.0,blue streak,Action Comedy Crime Thriller,Peter Greene Dave Chappelle Tamala Jones Les Mayfield Action Comedy Crime Thriller
Rawson Marshall Thurber,Laura-Leigh,Molly C. Quinn,Thomas Lennon,2013.0,we're the millers,Comedy Crime,Laura-Leigh Molly C. Quinn Thomas Lennon Rawson Marshall Thurber Comedy Crime
Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,2009.0,obitaemyy ostrov,Action Adventure Sci-Fi,Yuliya Snigir Fedor Bondarchuk Aleksey Serebryakov Fedor Bondarchuk Action Adventure Sci-Fi
Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,1997.0,breakdown,Action Crime Drama Mystery Thriller,Kathleen Quinlan M.C. Gainey J.T. Walsh Jonathan Mostow Action Crime Drama Mystery Thriller
